,ASVs,Kingdom,Phylum,Class,Order,Family,Genus,Taxonomy
ASV_995,ASV_995,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,o__NA,f__NA,g__NA,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;o__NA;f__NA;g__NA
ASV_997,ASV_997,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_999,ASV_999,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Piscinibacter,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Piscinibacter
ASV_1004,ASV_1004,k__Bacteria,p__Proteobacteria,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__NA;o__NA;f__NA;g__NA
ASV_1013,ASV_1013,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_1014,ASV_1014,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Conexibacteraceae,g__Conexibacter,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter
ASV_1017,ASV_1017,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Cryobacterium,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Cryobacterium
ASV_1018,ASV_1018,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__NA,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__NA
ASV_1019,ASV_1019,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,o__Edaphobacter,f__NA,g__NA,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;o__Edaphobacter;f__NA;g__NA
ASV_1036,ASV_1036,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dyella,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella
ASV_1049,ASV_1049,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_1057,ASV_1057,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,o__Granulicella,f__NA,g__NA,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;o__Granulicella;f__NA;g__NA
ASV_1058,ASV_1058,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_1073,ASV_1073,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Rhodanobacter,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter
ASV_1074,ASV_1074,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__NA,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__NA
ASV_1077,ASV_1077,k__Bacteria,p__Verrucomicrobia,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__Verrucomicrobia;c__NA;o__NA;f__NA;g__NA
ASV_1092,ASV_1092,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acidisoma,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisoma
ASV_1093,ASV_1093,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__Methylopila,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylopila
ASV_1094,ASV_1094,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Parviterribacteraceae,g__Parviterribacter,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Parviterribacteraceae;g__Parviterribacter
ASV_1095,ASV_1095,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus
ASV_1098,ASV_1098,k__Bacteria,p__Proteobacteria,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__NA;o__NA;f__NA;g__NA
ASV_1099,ASV_1099,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__NA;g__NA
ASV_1106,ASV_1106,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Marmoricola,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola
ASV_1111,ASV_1111,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Psychrobacillus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Psychrobacillus
ASV_1113,ASV_1113,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1122,ASV_1122,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,o__Granulicella,f__NA,g__NA,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;o__Granulicella;f__NA;g__NA
ASV_1124,ASV_1124,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1125,ASV_1125,k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter
ASV_1126,ASV_1126,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides
ASV_1131,ASV_1131,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhizobacter,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhizobacter
ASV_1134,ASV_1134,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__NA,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__NA
ASV_1149,ASV_1149,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter
ASV_1151,ASV_1151,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Aquabacterium,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquabacterium
ASV_1155,ASV_1155,k__Bacteria,p__Proteobacteria,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__NA;o__NA;f__NA;g__NA
ASV_1157,ASV_1157,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Patulibacteraceae,g__Patulibacter,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter
ASV_1158,ASV_1158,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Mycobacteriales,f__Corynebacteriaceae,g__Corynebacterium,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium
ASV_1159,ASV_1159,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinomycetospora,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinomycetospora
ASV_1160,ASV_1160,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Kineosporiales,f__Kineosporiaceae,g__Kineococcus,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Kineococcus
ASV_1162,ASV_1162,k__Bacteria,p__Abditibacteriota,c__Abditibacteria,o__Abditibacteriales,f__Abditibacteriaceae,g__Abditibacterium,k__Bacteria;p__Abditibacteriota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium
ASV_1171,ASV_1171,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__NA
ASV_1175,ASV_1175,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Belnapia,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Belnapia
ASV_1176,ASV_1176,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_2,g__Oceanobacillus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_2;g__Oceanobacillus
ASV_1177,ASV_1177,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,o__NA,f__NA,g__NA,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;o__NA;f__NA;g__NA
ASV_1191,ASV_1191,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__NA
ASV_1192,ASV_1192,k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Segetibacter,k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Segetibacter
ASV_1193,ASV_1193,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1206,ASV_1206,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,o__Granulicella,f__NA,g__NA,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;o__Granulicella;f__NA;g__NA
ASV_1207,ASV_1207,k__Bacteria,p__Armatimonadetes,c__Armatimonadia,o__Armatimonadales,f__Armatimonadaceae,g__Armatimonas/Armatimonadetes_gp1,k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas/Armatimonadetes_gp1
ASV_1217,ASV_1217,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__NA;g__NA
ASV_1218,ASV_1218,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1223,ASV_1223,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__NA,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA
ASV_1225,ASV_1225,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_1,g__Geobacillus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_1;g__Geobacillus
ASV_1227,ASV_1227,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Dankookia,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Dankookia
ASV_1233,ASV_1233,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1234,ASV_1234,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides
ASV_1237,ASV_1237,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__NA
ASV_1243,ASV_1243,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Pseudonocardia,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia
ASV_1252,ASV_1252,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcus
ASV_1253,ASV_1253,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides
ASV_1258,ASV_1258,k__Bacteria,p__Proteobacteria,c__NA,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__NA;o__NA;f__NA;g__NA
ASV_1260,ASV_1260,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__NA
ASV_1261,ASV_1261,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1267,ASV_1267,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__NA
ASV_1270,ASV_1270,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__NA
ASV_1280,ASV_1280,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_1288,ASV_1288,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Microvirga,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga
ASV_1290,ASV_1290,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingosinicellaceae,g__Polymorphobacter,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Polymorphobacter
ASV_1305,ASV_1305,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Jatrophihabitans,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Jatrophihabitans
ASV_1307,ASV_1307,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
ASV_1315,ASV_1315,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1316,ASV_1316,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__NA,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA
ASV_1317,ASV_1317,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Mycobacteriales,f__Dietziaceae,g__Dietzia,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Mycobacteriales;f__Dietziaceae;g__Dietzia
ASV_1318,ASV_1318,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Frankia,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Frankia
ASV_1319,ASV_1319,k__Bacteria,p__Abditibacteriota,c__Abditibacteria,o__Abditibacteriales,f__Abditibacteriaceae,g__Abditibacterium,k__Bacteria;p__Abditibacteriota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium
ASV_1329,ASV_1329,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Acidisphaera,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisphaera
ASV_1330,ASV_1330,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium
ASV_1332,ASV_1332,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter
ASV_1335,ASV_1335,k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__NA,k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__NA
ASV_1344,ASV_1344,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia
ASV_1345,ASV_1345,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Altererythrobacter,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter
ASV_1346,ASV_1346,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Nakamurellales,f__Nakamurellaceae,g__Nakamurella,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella
ASV_1349,ASV_1349,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,o__NA,f__NA,g__NA,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;o__NA;f__NA;g__NA
ASV_1350,ASV_1350,k__Bacteria,p__Abditibacteriota,c__Abditibacteria,o__Abditibacteriales,f__Abditibacteriaceae,g__Abditibacterium,k__Bacteria;p__Abditibacteriota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium
ASV_1351,ASV_1351,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1363,ASV_1363,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1364,ASV_1364,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Humibacter,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Humibacter
ASV_1371,ASV_1371,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium
ASV_1372,ASV_1372,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,o__Granulicella,f__NA,g__NA,k__Bacteria;p__Acidobacteria;c__Acidobacteria_Gp1;o__Granulicella;f__NA;g__NA
ASV_1373,ASV_1373,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium
ASV_1375,ASV_1375,k__Bacteria,p__Armatimonadetes,c__Armatimonadia,o__Armatimonadales,f__Armatimonadaceae,g__Armatimonas/Armatimonadetes_gp1,k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas/Armatimonadetes_gp1
ASV_1376,ASV_1376,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_1,g__Neobacillus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_1;g__Neobacillus
ASV_1379,ASV_1379,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__NA;g__NA
ASV_1389,ASV_1389,k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__NA,k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__NA
ASV_1390,ASV_1390,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae_1,g__Paenibacillus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus
ASV_1393,ASV_1393,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__NA
ASV_1394,ASV_1394,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Nakamurellales,f__Nakamurellaceae,g__Nakamurella,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella
ASV_1403,ASV_1403,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Rathayibacter,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Rathayibacter
ASV_1408,ASV_1408,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Jatrophihabitans,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Jatrophihabitans
ASV_1413,ASV_1413,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria
ASV_1414,ASV_1414,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1,g__Clostridium_sensu_stricto,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto
ASV_1421,ASV_1421,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1424,ASV_1424,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1426,ASV_1426,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__NA,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__NA;g__NA
ASV_1429,ASV_1429,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__NA,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__NA
ASV_1430,ASV_1430,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter
ASV_1431,ASV_1431,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Glutamicibacter,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter
ASV_1432,ASV_1432,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Geodermatophilales,f__Geodermatophilaceae,g__Blastococcus,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Geodermatophilales;f__Geodermatophilaceae;g__Blastococcus
